id,estatus,fecha_nacimiento,cp,auto
14468,cerrado,10/07/1939,38600,2019
18542,no_interesado,23/04/1940,8900,2019
19155,cerrado,12/11/1943,53240,2019
20204,contrato_otro_lado,20/04/1949,91788,2019
14529,duplicado,06/02/1950,37178,2019
14528,contrato_otro_lado,06/02/1950,37178,2019
19257,no_contesta,09/01/1951,77560,2019
20529,en_seguimiento,14/08/1952,27085,2019
18382,cerrado,20/12/1953,57200,2019
19796,cerrado,01/12/1954,28200,2019
20477,duplicado,30/12/1955,87000,2019
20475,contrato_otro_lado,30/12/1955,87000,2019
18367,en_seguimiento,27/04/1956,62020,2019
18994,en_seguimiento,06/07/1956,13420,2019
20488,asignado,14/02/1957,20110,2019
18042,no_interesado,16/06/1958,25017,2019
19071,cerrado,03/10/1958,9890,2019
20615,asignado,05/03/1959,8830,2019
17581,equivocado,19/05/1959,25294,2019
19929,no_interesado,25/10/1959,64190,2019
18684,contrato_otro_lado,27/05/1960,78270,2019
18686,contrato_otro_lado,30/10/1963,9560,2019
20549,contrato_otro_lado,27/02/1966,6720,2019
20323,no_interesado,17/01/1968,33760,2019
18752,contrato_otro_lado,20/05/1968,13360,2019
18751,duplicado,20/05/1968,13360,2019
15108,no_interesado,30/08/1968,36730,2019
15417,equivocado,06/05/1969,67193,2019
20699,no_interesado,09/05/1969,70614,2019
15743,contrato_otro_lado,23/07/1969,4600,2019
16522,contrato_otro_lado,01/01/1970,68297,2019
20487,contrato_otro_lado,10/02/1970,55717,2019
19609,no_interesado,12/11/1970,77712,2019
20240,posible_venta,20/05/1971,89190,2019
19163,no_interesado,26/06/1972,64346,2019
19677,no_interesado,25/09/1972,44700,2019
18868,no_interesado,05/10/1973,1640,2019
18708,duplicado,16/12/1973,29010,2019
18707,contrato_otro_lado,16/12/1973,29010,2019
19470,en_seguimiento,27/12/1973,52960,2019
18665,contrato_otro_lado,01/04/1974,76903,2019
17685,no_interesado,30/05/1974,77536,2019
19490,cerrado,24/07/1974,4530,2019
19260,cerrado,27/07/1974,1470,2019
16782,contrato_otro_lado,02/02/1975,77500,2019
18922,equivocado,11/03/1975,23434,2019
19699,duplicado,15/12/1975,97168,2019
19698,no_interesado,15/12/1975,97168,2019
20629,asignado,26/01/1976,36710,2019
18667,asignado,03/03/1976,97000,2019
19425,no_interesado,22/08/1976,31650,2019
19671,equivocado,16/09/1976,1460,2019
20526,asignado,24/12/1976,15640,2019
20573,posible_venta,22/02/1977,13360,2019
16081,asignado,09/06/1978,55010,2019
12598,contrato_otro_lado,10/07/1978,42700,2019
20716,en_seguimiento,29/08/1978,75200,2019
19145,contrato_otro_lado,31/08/1979,90740,2019
19416,no_interesado,14/12/1979,46400,2019
20593,cerrado,04/06/1980,5100,2019
12844,no_interesado,09/08/1980,14350,2019
18788,no_interesado,14/10/1980,44100,2019
18154,contrato_otro_lado,23/03/1981,97249,2019
20283,equivocado,16/04/1981,45130,2019
20282,duplicado,16/04/1981,45130,2019
19222,equivocado,22/05/1981,54740,2019
17367,no_interesado,25/04/1982,57310,2019
20755,asignado,13/06/1982,67190,2019
20454,contrato_otro_lado,05/07/1982,98000,2019
20288,no_interesado,09/07/1982,14429,2019
16092,equivocado,01/01/1983,31350,2019
20013,en_seguimiento,12/01/1983,91090,2019
18070,contrato_otro_lado,31/05/1983,66004,2019
16735,no_interesado,25/07/1983,9240,2019
19268,no_interesado,30/07/1983,40040,2019
19267,duplicado,30/07/1983,40040,2019
19991,en_seguimiento,19/11/1983,76230,2019
18368,contrato_otro_lado,20/12/1983,91900,2019
20276,asignado,10/04/1984,40803,2019
19737,no_interesado,11/04/1984,45020,2019
20729,en_seguimiento,12/09/1984,1220,2019
20309,asignado,10/11/1984,6700,2019
18256,cerrado,24/11/1984,94299,2019
20210,duplicado,31/12/1984,42084,2019
20209,duplicado,31/12/1984,42084,2019
20208,no_interesado,31/12/1984,42084,2019
14137,no_interesado,01/01/1985,91330,2019
20389,posible_venta,08/04/1985,57300,2019
19587,no_interesado,03/11/1985,76800,2019
20528,en_seguimiento,17/11/1985,11529,2019
19896,posible_venta,30/10/1986,13360,2019
17256,no_interesado,22/11/1986,56340,2019
20170,en_seguimiento,07/03/1987,76300,2019
17989,no_interesado,09/06/1987,54800,2019
19719,equivocado,07/07/1987,55760,2019
18535,en_seguimiento,13/10/1987,30790,2019
18505,cerrado,21/10/1987,24156,2019
18997,no_interesado,21/04/1988,68000,2019
20740,en_seguimiento,24/07/1988,54425,2019
18622,no_interesado,28/08/1988,9960,2019
19632,contrato_otro_lado,14/07/1989,85150,2019
20015,posible_venta,05/09/1989,72840,2019
18608,no_interesado,15/10/1989,76086,2019
20625,asignado,15/02/1990,72490,2019
20197,asignado,27/04/1990,50800,2019
19630,no_interesado,12/06/1990,31136,2019
16152,equivocado,29/06/1990,8500,2019
19634,no_interesado,31/08/1990,72307,2019
14750,contrato_otro_lado,04/10/1990,28300,2019
19976,contrato_otro_lado,06/10/1990,44680,2019
18461,no_interesado,21/10/1990,56240,2019
20135,no_interesado,19/01/1991,76806,2019
20280,en_seguimiento,31/01/1991,36275,2019
20739,duplicado,06/03/1991,80247,2019
20738,posible_venta,06/03/1991,80247,2019
19716,equivocado,13/06/1991,22480,2019
19722,en_seguimiento,04/12/1991,72499,2019
17784,no_interesado,08/12/1991,11590,2019
20129,no_interesado,28/12/1991,71510,2019
18983,contrato_otro_lado,27/03/1992,31210,2019
17066,contrato_otro_lado,19/04/1992,49650,2019
18812,asignado,14/06/1992,41100,2019
10791,contrato_otro_lado,19/06/1992,44710,2019
20650,equivocado,30/06/1992,37000,2019
17799,no_interesado,31/01/1993,16650,2019
18500,asignado,09/02/1993,31020,2019
16788,no_interesado,20/02/1993,91938,2019
18476,no_interesado,31/07/1993,1500,2019
20074,no_interesado,17/08/1993,31200,2019
20073,duplicado,17/08/1993,31200,2019
20018,posible_venta,18/11/1993,9637,2019
19937,contrato_otro_lado,14/01/1994,20286,2019
18911,no_interesado,01/02/1994,37390,2019
16697,contrato_otro_lado,24/04/1994,54680,2019
19025,cerrado,11/07/1994,72730,2019
19298,equivocado,23/01/1995,62530,2019
19531,contrato_otro_lado,08/05/1995,66050,2019
20045,contrato_otro_lado,17/05/1995,75710,2019
14166,no_interesado,20/08/1995,64890,2019
18218,cerrado,27/12/1995,55519,2019
20121,no_interesado,04/02/1996,97134,2019
17760,cerrado,04/05/1996,63175,2019
19625,en_seguimiento,07/09/1996,97246,2019
18623,no_interesado,05/12/1996,20286,2019
19861,en_seguimiento,31/03/1997,42800,2019
18984,no_interesado,18/07/1997,72493,2019
19251,equivocado,31/07/1997,57800,2019
18266,no_interesado,08/10/1997,97218,2019
10065,cerrado,12/08/1916,44760,2018
14569,cerrado,02/02/1918,94300,2018
18685,contrato_otro_lado,01/01/1920,20909,2018
13566,no_interesado,02/03/1927,76806,2018
17738,no_interesado,19/09/1934,9740,2018
20093,equivocado,10/11/1934,11270,2018
12485,no_interesado,19/03/1940,7810,2018
10013,cerrado,09/06/1940,52994,2018
19122,no_contesta,23/07/1944,20908,2018
10812,cerrado,06/12/1945,95269,2018
16323,contrato_otro_lado,15/12/1946,96400,2018
19197,no_interesado,12/08/1947,97302,2018
13414,no_interesado,13/05/1949,20900,2018
18189,asignado,02/09/1949,38900,2018
10120,cerrado,19/01/1950,64834,2018
7999,no_interesado,30/01/1950,76158,2018
17250,cerrado,01/02/1950,52105,2018
7055,aceptado,01/02/1950,52105,2018
12197,no_contesta,05/05/1950,45038,2018
13724,duplicado,31/05/1950,78110,2018
13723,no_contesta,31/05/1950,78110,2018
19526,no_contesta,15/02/1951,64140,2018
13794,duplicado,03/03/1951,7800,2018
13763,no_interesado,12/03/1951,44349,2018
20234,cerrado,12/04/1951,4620,2018
15557,cerrado,12/04/1951,4620,2018
14260,contrato_otro_lado,06/07/1952,5240,2018
13129,no_interesado,05/09/1952,95250,2018
18839,cerrado,15/09/1952,45134,2018
18501,no_interesado,09/10/1952,25902,2018
15640,asignado,26/11/1952,45640,2018
16468,asignado,03/12/1952,64988,2018
16122,duplicado,27/03/1953,29500,2018
16121,equivocado,27/03/1953,29500,2018
11969,no_interesado,15/06/1953,64340,2018
17551,no_interesado,25/11/1953,11000,2018
17058,no_interesado,04/02/1954,55763,2018
12806,contrato_otro_lado,10/09/1954,83243,2018
9609,contrato_otro_lado,21/10/1954,77500,2018
5536,no_interesado,31/10/1954,25360,2018
20769,en_seguimiento,21/11/1954,54769,2018
10993,cerrado,28/11/1954,72560,2018
15449,en_seguimiento,29/11/1954,80000,2018
10930,no_interesado,05/12/1954,4230,2018
18016,asignado,08/12/1954,64850,2018
18015,duplicado,08/12/1954,64850,2018
18014,duplicado,08/12/1954,64850,2018
18298,contrato_otro_lado,10/12/1954,76900,2018
13674,cerrado,27/12/1954,36590,2018
13673,duplicado,27/12/1954,36590,2018
4709,no_interesado,30/01/1955,85019,2018
10101,equivocado,01/02/1955,31510,2018
10052,equivocado,01/02/1955,31510,2018
9780,equivocado,26/02/1955,97314,2018
20002,contrato_otro_lado,20/03/1955,44810,2018
14134,contrato_otro_lado,04/04/1955,50010,2018
11496,no_interesado,18/05/1955,62050,2018
13582,no_interesado,23/05/1955,7090,2018
10407,no_interesado,05/10/1955,56100,2018
13116,no_interesado,25/10/1955,4369,2018
11326,no_interesado,01/01/1956,80050,2018
16759,contrato_otro_lado,28/01/1956,63735,2018
18214,contrato_otro_lado,10/03/1956,24099,2018
18369,duplicado,27/04/1956,62020,2018
16159,no_interesado,09/05/1956,95460,2018
15999,contrato_otro_lado,14/11/1956,20126,2018
10296,contrato_otro_lado,18/11/1956,97217,2018
19782,contrato_otro_lado,21/11/1956,72115,2018
15540,posible_venta,23/01/1957,86030,2018
12004,equivocado,22/03/1957,4230,2018
11469,cerrado,17/05/1957,62290,2018
9702,no_interesado,26/06/1957,34227,2018
7769,no_interesado,05/07/1957,31384,2018
6790,no_interesado,15/07/1957,36557,2018
14728,no_contesta,17/08/1957,53100,2018
20064,no_interesado,20/12/1957,2730,2018
16580,no_interesado,20/12/1957,78210,2018
19590,contrato_otro_lado,29/12/1957,45130,2018
14828,cerrado,16/04/1958,4950,2018
18286,no_interesado,22/05/1958,52760,2018
9581,cerrado,23/05/1958,62780,2018
19173,asignado,09/06/1958,53530,2018
12089,cerrado,08/07/1958,94299,2018
12021,no_interesado,20/07/1958,83148,2018
17275,no_interesado,13/10/1958,85095,2018
20066,duplicado,26/11/1958,35018,2018
20065,en_seguimiento,26/11/1958,35018,2018
16146,duplicado,04/12/1958,6820,2018
16145,no_interesado,04/12/1958,6820,2018
19115,no_contesta,04/01/1959,31075,2018
9449,no_interesado,08/03/1959,44870,2018
13223,no_interesado,25/03/1959,36580,2018
9686,no_interesado,08/08/1959,3310,2018
18377,en_seguimiento,27/09/1959,76146,2018
6618,no_interesado,29/10/1959,4630,2018
15708,contrato_otro_lado,12/11/1959,23085,2018
17915,no_interesado,07/12/1959,9030,2018
10587,no_interesado,09/02/1960,71270,2018
19512,no_interesado,14/02/1960,52930,2018
6529,no_interesado,26/02/1960,94298,2018
12667,no_interesado,28/03/1960,62000,2018
20337,no_interesado,15/04/1960,64635,2018
15642,contrato_otro_lado,10/05/1960,45645,2018
10720,no_interesado,11/08/1960,66464,2018
18660,no_interesado,14/09/1960,42086,2018
19370,no_interesado,06/01/1961,72377,2018
4939,no_interesado,25/01/1961,6010,2018
16042,no_interesado,07/02/1961,76060,2018
6373,aceptado,17/02/1961,54054,2018
14358,cerrado,03/04/1961,77506,2018
17761,no_interesado,05/06/1961,4890,2018
7752,no_interesado,21/07/1961,5120,2018
16734,duplicado,12/08/1961,76806,2018
16733,equivocado,12/08/1961,76806,2018
12142,no_interesado,19/10/1961,78437,2018
18998,contrato_otro_lado,22/10/1961,74270,2018
19161,contrato_otro_lado,27/10/1961,30860,2018
18316,no_interesado,03/02/1962,43800,2018
17971,no_interesado,26/02/1962,82133,2018
17695,no_interesado,02/03/1962,3600,2018
19420,contrato_otro_lado,27/03/1962,3930,2018
20703,asignado,13/04/1962,44410,2018
14172,no_interesado,04/08/1962,16100,2018
14074,contrato_otro_lado,15/08/1962,27298,2018
18835,contrato_otro_lado,28/08/1962,20240,2018
19616,no_interesado,06/11/1962,21850,2018
16921,duplicado,04/12/1962,2586,2018
16920,no_interesado,04/12/1962,2586,2018
16919,duplicado,04/12/1962,2586,2018
19387,no_interesado,28/12/1962,52910,2018
15976,contrato_otro_lado,08/01/1963,37180,2018
20284,en_seguimiento,22/01/1963,7010,2018
11820,no_interesado,20/02/1963,64619,2018
18953,no_interesado,01/03/1963,66490,2018
12139,cerrado,08/03/1963,20126,2018
10059,cerrado,19/03/1963,62440,2018
13256,duplicado,07/05/1963,77717,2018
13255,no_interesado,07/05/1963,77717,2018
15339,no_interesado,06/06/1963,14250,2018
15701,no_interesado,11/07/1963,3900,2018
13099,contrato_otro_lado,22/07/1963,65070,2018
10266,contrato_otro_lado,27/07/1963,50100,2018
11832,contrato_otro_lado,08/08/1963,66236,2018
8239,contrato_otro_lado,16/09/1963,36670,2018
16275,no_interesado,06/10/1963,71240,2018
11025,no_interesado,16/10/1963,,2018
19088,no_interesado,26/11/1963,66463,2018
19087,duplicado,26/11/1963,66463,2018
19086,duplicado,26/11/1963,66463,2018
14646,contrato_otro_lado,02/12/1963,86250,2018
9925,no_interesado,16/12/1963,72070,2018
16846,no_interesado,01/01/1964,31030,2018
16434,asignado,06/01/1964,77528,2018
17961,equivocado,14/02/1964,64920,2018
17515,cerrado,28/02/1964,44220,2018
9117,contrato_otro_lado,28/02/1964,45404,2018
13125,no_interesado,03/03/1964,9670,2018
9622,contrato_otro_lado,06/08/1964,4300,2018
20188,no_interesado,13/09/1964,6720,2018
20187,duplicado,13/09/1964,6720,2018
20186,duplicado,13/09/1964,6720,2018
17619,no_interesado,15/09/1964,2440,2018
15006,cerrado,07/10/1964,9220,2018
19016,no_interesado,25/10/1964,55764,2018
18905,contrato_otro_lado,27/10/1964,91010,2018
19124,equivocado,22/11/1964,99000,2018
19791,no_interesado,15/01/1965,9524,2018
19790,duplicado,15/01/1965,9524,2018
16963,duplicado,25/01/1965,56120,2018
16962,no_interesado,25/01/1965,56120,2018
8868,no_interesado,15/02/1965,25296,2018
10393,no_interesado,14/03/1965,83240,2018
12572,duplicado,18/03/1965,50355,2018
12571,contrato_otro_lado,18/03/1965,50355,2018
7874,no_interesado,18/03/1965,55000,2018
16132,no_interesado,04/04/1965,56200,2018
19464,no_interesado,17/04/1965,54987,2018
7543,contrato_otro_lado,28/04/1965,57210,2018
17772,no_interesado,08/06/1965,97249,2018
13877,no_interesado,16/06/1965,56386,2018
14026,no_interesado,03/07/1965,66050,2018
14025,duplicado,03/07/1965,66050,2018
16277,cerrado,18/07/1965,37260,2018
19765,contrato_otro_lado,05/10/1965,55140,2018
14201,no_interesado,29/10/1965,64060,2018
14115,no_interesado,01/11/1965,8500,2018
14113,equivocado,01/11/1965,8500,2018
19915,cerrado,26/11/1965,54850,2018
19564,duplicado,26/11/1965,54840,2018
19386,no_interesado,10/12/1965,55450,2018
15145,no_interesado,10/12/1965,57460,2018
18689,equivocado,12/12/1965,54744,2018
8410,no_interesado,16/12/1965,52172,2018
19459,no_interesado,11/01/1966,77500,2018
19859,contrato_otro_lado,19/01/1966,8100,2018
15689,no_interesado,12/03/1966,37238,2018
7034,contrato_otro_lado,27/03/1966,9850,2018
7285,en_seguimiento,16/05/1966,80010,2018
10644,no_interesado,23/06/1966,31376,2018
16189,contrato_otro_lado,05/07/1966,73080,2018
8245,en_seguimiento,17/08/1966,4980,2018
16479,no_interesado,30/08/1966,1010,2018
7029,aceptado,04/09/1966,5320,2018
13143,no_interesado,05/09/1966,6450,2018
13142,no_interesado,05/09/1966,6450,2018
13141,no_interesado,05/09/1966,6450,2018
10591,no_interesado,12/11/1966,45180,2018
13203,asignado,30/11/1966,42084,2018
13175,asignado,30/11/1966,42084,2018
8777,no_interesado,08/01/1967,54713,2018
15357,cerrado,28/01/1967,64580,2018
8644,contrato_otro_lado,28/01/1967,9960,2018
13806,no_interesado,03/02/1967,72490,2018
16546,no_interesado,22/02/1967,7460,2018
11140,no_interesado,22/02/1967,76905,2018
16764,no_interesado,26/02/1967,53300,2018
17939,no_interesado,08/04/1967,25204,2018
16043,equivocado,10/04/1967,11490,2018
10631,contrato_otro_lado,27/05/1967,77010,2018
10623,no_interesado,08/06/1967,22537,2018
20202,contrato_otro_lado,19/06/1967,27277,2018
14963,equivocado,03/08/1967,21354,2018
14962,duplicado,03/08/1967,21354,2018
18729,no_contesta,10/08/1967,54040,2018
10041,contrato_otro_lado,14/08/1967,39390,2018
11399,no_interesado,29/08/1967,34126,2018
11397,no_interesado,29/08/1967,34126,2018
19779,no_interesado,30/08/1967,66648,2018
7529,no_interesado,21/09/1967,11000,2018
17857,contrato_otro_lado,10/10/1967,67173,2018
17333,no_interesado,27/11/1967,76230,2018
17332,duplicado,27/11/1967,76230,2018
9877,no_interesado,29/11/1967,1220,2018
19274,asignado,11/12/1967,72310,2018
19243,no_interesado,31/01/1968,78385,2018
20434,posible_venta,01/02/1968,86068,2018
17687,equivocado,29/02/1968,54240,2018
9375,no_interesado,06/05/1968,11590,2018
18080,no_interesado,20/05/1968,85134,2018
14705,contrato_otro_lado,20/05/1968,85134,2018
9989,equivocado,01/06/1968,37520,2018
8627,equivocado,19/06/1968,6600,2018
6339,no_interesado,21/07/1968,6000,2018
18555,duplicado,23/07/1968,67190,2018
18554,contrato_otro_lado,23/07/1968,67190,2018
9635,cerrado,24/07/1968,76137,2018
17490,no_interesado,28/07/1968,44390,2018
20691,duplicado,02/09/1968,44766,2018
20690,en_seguimiento,02/09/1968,44766,2018
20544,no_contesta,04/09/1968,90350,2018
15144,no_interesado,04/10/1968,82153,2018
7096,equivocado,15/11/1968,52175,2018
6986,equivocado,24/11/1968,15000,2018
11300,cerrado,05/01/1969,7510,2018
14631,no_interesado,26/01/1969,25790,2018
16482,equivocado,08/02/1969,8500,2018
16383,no_interesado,11/02/1969,31136,2018
20184,no_interesado,13/02/1969,31124,2018
18683,no_interesado,23/02/1969,34188,2018
14062,contrato_otro_lado,04/04/1969,66050,2018
18198,no_interesado,27/04/1969,35584,2018
18197,duplicado,27/04/1969,35584,2018
6153,en_seguimiento,25/06/1969,97314,2018
12081,equivocado,16/08/1969,47980,2018
15732,no_interesado,19/08/1969,62380,2018
17538,no_interesado,21/10/1969,44290,2018
16003,cerrado,30/10/1969,76121,2018
8077,no_interesado,04/11/1969,76180,2018
15775,no_interesado,03/12/1969,3100,2018
15002,no_interesado,14/12/1969,64650,2018
16215,no_interesado,01/01/1970,6500,2018
16322,cerrado,06/01/1970,54740,2018
10528,contrato_otro_lado,11/01/1970,9280,2018
17180,asignado,18/01/1970,45180,2018
16414,no_interesado,26/01/1970,88300,2018
14509,en_seguimiento,26/01/1970,76340,2018
8611,no_interesado,14/02/1970,9830,2018
20422,en_seguimiento,11/03/1970,94740,2018
12086,no_interesado,14/03/1970,96750,2018
16611,asignado,07/04/1970,31136,2018
15344,contrato_otro_lado,11/04/1970,6050,2018
8386,no_interesado,22/04/1970,45189,2018
20166,equivocado,07/05/1970,37590,2018
20165,duplicado,07/05/1970,37590,2018
10646,equivocado,08/05/1970,66269,2018
19525,no_interesado,13/05/1970,7950,2018
12996,no_interesado,03/06/1970,91030,2018
11823,no_interesado,15/06/1970,45590,2018
13567,equivocado,17/06/1970,92660,2018
19596,no_interesado,21/06/1970,72400,2018
18824,no_interesado,17/07/1970,83120,2018
17837,no_interesado,01/08/1970,42086,2018
19561,no_interesado,21/08/1970,7080,2018
14275,no_interesado,23/08/1970,44800,2018
15593,no_interesado,01/09/1970,4250,2018
15312,duplicado,02/09/1970,56535,2018
15311,no_interesado,02/09/1970,56535,2018
7784,contrato_otro_lado,16/09/1970,64988,2018
13919,cerrado,18/09/1970,9830,2018
14969,contrato_otro_lado,27/09/1970,1130,2018
20072,duplicado,20/10/1970,54910,2018
20071,duplicado,20/10/1970,54910,2018
20070,duplicado,20/10/1970,54910,2018
20069,en_seguimiento,20/10/1970,54910,2018
12669,no_interesado,30/10/1970,45400,2018
10562,equivocado,01/12/1970,55970,2018
16303,no_interesado,28/12/1970,97306,2018
17419,contrato_otro_lado,01/01/1971,31120,2018
18065,cerrado,12/01/1971,7510,2018
17399,cerrado,12/01/1971,7510,2018
10395,cerrado,13/01/1971,11800,2018
17016,no_interesado,12/03/1971,76723,2018
18440,no_interesado,10/04/1971,20298,2018
18048,no_interesado,10/04/1971,20298,2018
14833,en_seguimiento,01/06/1971,66422,2018
18012,equivocado,03/06/1971,15900,2018
18441,no_interesado,06/06/1971,1080,2018
19392,en_seguimiento,21/06/1971,66370,2018
18785,asignado,06/07/1971,37207,2018
8421,no_interesado,06/07/1971,37207,2018
8420,duplicado,06/07/1971,37207,2018
20431,no_interesado,08/07/1971,5260,2018
19668,no_interesado,08/07/1971,5260,2018
19762,cerrado,04/08/1971,23410,2018
12753,no_interesado,12/08/1971,97255,2018
17969,no_interesado,17/08/1971,55210,2018
17065,duplicado,22/08/1971,56619,2018
17063,no_interesado,22/08/1971,56619,2018
13123,en_seguimiento,22/08/1971,64117,2018
18110,contrato_otro_lado,07/09/1971,64810,2018
15196,contrato_otro_lado,26/09/1971,7500,2018
20680,en_seguimiento,01/10/1971,42400,2018
10458,no_interesado,04/12/1971,52175,2018
17821,contrato_otro_lado,10/12/1971,7230,2018
14499,no_interesado,15/12/1971,67120,2018
14498,duplicado,15/12/1971,67120,2018
20200,no_interesado,26/12/1971,56490,2018
18552,en_seguimiento,06/02/1972,64166,2018
16266,contrato_otro_lado,16/02/1972,44770,2018
14261,no_interesado,19/02/1972,72310,2018
13241,no_interesado,13/03/1972,72590,2018
17540,contrato_otro_lado,14/03/1972,27277,2018
19080,contrato_otro_lado,22/04/1972,76200,2018
9817,no_interesado,23/04/1972,56604,2018
8187,no_interesado,02/06/1972,97285,2018
13140,no_interesado,04/07/1972,55080,2018
11502,no_interesado,24/07/1972,4830,2018
9614,equivocado,09/08/1972,89464,2018
9910,equivocado,10/08/1972,80000,2018
7920,cerrado,10/08/1972,11550,2018
18981,cerrado,05/09/1972,6220,2018
18980,duplicado,05/09/1972,6220,2018
15257,no_interesado,08/10/1972,34188,2018
15256,duplicado,08/10/1972,34188,2018
19188,no_interesado,22/10/1972,45234,2018
13755,no_interesado,24/10/1972,65064,2018
13754,duplicado,24/10/1972,65064,2018
13753,duplicado,24/10/1972,65064,2018
13752,duplicado,24/10/1972,65064,2018
18893,no_interesado,31/10/1972,42083,2018
16848,contrato_otro_lado,03/11/1972,21138,2018
19780,cerrado,04/11/1972,72590,2018
19923,equivocado,16/11/1972,11800,2018
12225,no_interesado,03/12/1972,28800,2018
19015,no_interesado,25/12/1972,77580,2018
5676,en_seguimiento,01/01/1973,5600,2018
18759,no_interesado,24/01/1973,66050,2018
12952,no_interesado,08/04/1973,76803,2018
18358,no_interesado,30/04/1973,54935,2018
12194,equivocado,16/05/1973,15900,2018
10658,no_interesado,20/05/1973,16600,2018
18920,no_interesado,08/06/1973,28050,2018
16397,no_interesado,01/07/1973,56140,2018
14014,no_interesado,23/07/1973,90120,2018
15382,no_interesado,11/08/1973,72760,2018
15135,duplicado,15/08/1973,45402,2018
15134,cerrado,15/08/1973,45402,2018
16755,no_contesta,28/08/1973,2750,2018
20227,duplicado,09/09/1973,93620,2018
20223,duplicado,09/09/1973,93620,2018
16804,contrato_otro_lado,10/09/1973,80017,2018
16638,equivocado,10/09/1973,7070,2018
12429,equivocado,13/10/1973,34000,2018
15822,no_interesado,03/11/1973,24010,2018
16670,duplicado,22/11/1973,54720,2018
16669,no_interesado,22/11/1973,54720,2018
14041,no_interesado,01/01/1974,72260,2018
9192,no_interesado,01/01/1974,97203,2018
19977,contrato_otro_lado,05/02/1974,29016,2018
18792,contrato_otro_lado,23/02/1974,27440,2018
9480,contrato_otro_lado,12/03/1974,52953,2018
7729,cerrado,18/03/1974,11700,2018
20183,cerrado,16/04/1974,72470,2018
13211,duplicado,06/05/1974,2355,2018
13210,no_contesta,06/05/1974,2355,2018
18860,no_interesado,09/05/1974,79938,2018
9293,no_interesado,13/05/1974,55764,2018
15597,no_interesado,19/05/1974,91918,2018
14165,no_interesado,24/05/1974,11800,2018
17233,en_seguimiento,04/06/1974,7720,2018
13507,en_seguimiento,18/06/1974,7270,2018
9704,no_interesado,30/06/1974,45650,2018
10547,no_interesado,04/08/1974,59669,2018
17882,no_interesado,30/08/1974,36670,2018
19848,cerrado,19/10/1974,73300,2018
9652,no_interesado,21/10/1974,22476,2018
18037,equivocado,15/11/1974,22120,2018
13814,en_seguimiento,30/11/1974,52950,2018
16321,cerrado,15/12/1974,28869,2018
19024,no_interesado,02/01/1975,1040,2018
15676,no_interesado,19/01/1975,27000,2018
19106,no_contesta,24/01/1975,71228,2018
8115,no_interesado,07/02/1975,76146,2018
5387,no_interesado,11/02/1975,7510,2018
5402,no_interesado,17/02/1975,54769,2018
10200,equivocado,18/02/1975,3100,2018
17593,asignado,17/03/1975,86100,2018
17592,duplicado,17/03/1975,86100,2018
19863,no_interesado,15/04/1975,28219,2018
7653,no_interesado,24/04/1975,22820,2018
16401,no_interesado,08/05/1975,21219,2018
15539,no_interesado,22/05/1975,21260,2018
13115,en_seguimiento,02/06/1975,91158,2018
11081,contrato_otro_lado,10/06/1975,66414,2018
14867,no_interesado,15/06/1975,11270,2018
11442,no_interesado,05/07/1975,97280,2018
8131,contrato_otro_lado,28/07/1975,53300,2018
10830,no_interesado,30/09/1975,25260,2018
11712,cerrado,23/10/1975,45525,2018
19185,no_interesado,01/11/1975,31000,2018
17777,no_interesado,03/11/1975,66360,2018
13474,no_interesado,08/11/1975,57530,2018
14321,no_interesado,09/11/1975,37630,2018
14320,no_interesado,09/11/1975,37630,2018
19717,en_seguimiento,06/12/1975,22664,2018
15023,en_seguimiento,11/12/1975,50140,2018
16119,contrato_otro_lado,16/12/1975,62130,2018
17403,contrato_otro_lado,19/12/1975,72810,2018
17402,duplicado,19/12/1975,72810,2018
19107,cerrado,07/01/1976,63735,2018
11001,no_interesado,19/01/1976,81248,2018
15892,duplicado,02/02/1976,25000,2018
15889,no_interesado,02/02/1976,25000,2018
19105,no_contesta,04/02/1976,59750,2018
19565,contrato_otro_lado,18/02/1976,9780,2018
6555,no_interesado,19/02/1976,78216,2018
20206,posible_venta,21/02/1976,3300,2018
18180,en_seguimiento,03/03/1976,45402,2018
11465,equivocado,03/03/1976,97000,2018
9591,contrato_otro_lado,15/03/1976,6400,2018
13629,no_interesado,28/03/1976,20259,2018
10737,contrato_otro_lado,01/04/1976,54769,2018
15195,no_interesado,04/04/1976,86902,2018
19017,no_interesado,16/04/1976,31350,2018
12624,no_interesado,04/05/1976,44730,2018
17965,contrato_otro_lado,05/05/1976,56560,2018
18688,contrato_otro_lado,16/05/1976,54605,2018
13306,contrato_otro_lado,22/05/1976,9440,2018
14068,no_interesado,05/06/1976,7550,2018
19710,no_contesta,25/06/1976,45030,2018
19852,cerrado,09/08/1976,54930,2018
18380,no_interesado,24/08/1976,44279,2018
9617,no_interesado,29/08/1976,80308,2018
18001,contrato_otro_lado,03/09/1976,44290,2018
10935,contrato_otro_lado,05/09/1976,57610,2018
19052,contrato_otro_lado,13/10/1976,57200,2018
17978,no_contesta,11/11/1976,53100,2018
15716,asignado,12/11/1976,85038,2018
15297,no_interesado,22/11/1976,6140,2018
12226,equivocado,29/11/1976,4260,2018
12376,no_interesado,14/12/1976,37900,2018
12375,no_interesado,14/12/1976,37900,2018
12312,contrato_otro_lado,18/12/1976,88709,2018
13833,contrato_otro_lado,25/12/1976,42820,2018
